video_id,video_url,domain,subdomain,type,question,option_a,option_b,option_c,option_d,correct_answer
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing giant circle backward?,They perform a handstand half-turn,They execute a straddle jump,They complete a forward roll,clear pike circle backward to handstand,d
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing counter straddle over high bar to hang?,clear pike circle backward with 1 turn to handstand,They start with a giant swing to gather momentum,They execute a kip up to handstand position,They begin with a straddle jump to the high bar.,a
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing counter straddle over high bar to hang?,they swing back up to the high bar,transition flight from high bar to low bar,they execute a kip to handstand on the low bar,they complete a release move on the high bar.,b
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing giant circle forward with 1 turn on one arm before handstand phase?,They perform a front handspring with a full twist,stalder forward with 0.5 turn to handstand,They transition into a straddle press to handstand,They complete a piked swing to handstand with a full turn.,b
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing stalder backward to handstand?,They perform a giant swing to handstand,They execute a backward somersault to handstand,They transition into a straddle planche to handstand,clear pike circle backward with 1 turn to handstand,d
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing stalder forward with 0.5 turn to handstand?,They perform a backflip dismount,They transition into a kip routine,counter piked over high bar to hang,They swing into an L-grip giant.,c
lrwiYiFGQZE_E_004478_004516,videos/fg/lrwiYiFGQZE_E_004478_004516,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing giant circle backward?,They perform a single flip backward,(swing forward) double salto backward stretched,They execute a handstand,They transition into a double salto forward tucked.,b
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What is the video about?,Balance Beam,They're practicing a floor routine,The video shows a diving competition,They're doing a dance routine.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,How many actions do the players perform?,The players perform 10 actions,The players perform 8 actions,The players perform 15 actions,12,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,How many types of actions do the players perform?,They perform 10 different actions,There are 8 types of actions,12,There are 20 different actions players can perform.,c
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"How many times do the players perform flic-flac with step-out, also with support on one arm?",1,3,4,5,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"How many times do the players perform salto sideward tucked, take off from one leg to side stand?","They perform salto sideward tucked, take off from one leg to side stand twice","They perform salto sideward tucked, take off from one leg to side stand three times","They perform salto sideward tucked, take off from one leg to side stand four times",1,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,How many times do the players perform round-off?,1,They don't perform any round-offs,The players perform three round-offs,Round-offs are not part of the routine.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,Do the players perform split jump?,yes,They are doing a dance routine,They are participating in a track and field event,They are performing a cheerleading stunt.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,Do the players perform yamashita with 1 turn off?,They perform yamashita with 2 turns off,They perform yamashita with no turns off at all,The players perform yamashita with 3 turns off,no,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,Do the players perform yamashita with 1 turn off before the switch leap to ring position?,yes,They skip the yamashita entirely and go straight to the switch leap,They perform a hop instead of a turn before the switch leap,They do a cartwheel before the switch leap to ring position.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn before the switch leap to ring position?",They perform a 3 turn in tuck stand on both legs before the switch leap to ring position,The players perform a 3 turn in tuck stand with the free leg bent before the switch leap to ring position,"They execute the 3 turn in tuck stand on one leg, but with the free leg moving throughout the turn before the switch leap to ring position",no,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"Do the players perform 3 turn in tuck stand on one leg, free leg straight throughout turn after the salto backward stretched-step out (feet land successively)?",yes,"No, the free leg is bent during the turn","No, the turn is performed on both legs simultaneously","No, the turn is done in a pike position instead of a tuck stand.",a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"Do the players perform round-off, flic-flac on, stretched salto backward with 1 turn off after the free aerial walkover forward, landing on one or both feet?",They perform a double back somersault off after the aerial walkover,no,The routine includes a back handspring with a full twist off after the walkover,They complete a double tuck salto backward with no twist off after the walkover.,b
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing round-off?,They do a cartwheel,They perform a handstand,switch leap to ring position,They jump into a split.,c
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing double salto backward piked?,round-off,They execute a handstand,They complete a front handspring,They do a back handspring.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing salto backward stretched-step out (feet land successively)?,"flic-flac with step-out, also with support on one arm",They perform a handstand with a twist,They execute a forward roll with no hands,They jump into the air with a straight body and no rotation.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing switch leap to ring position?,They perform a split leap with a full turn,They execute a front tuck somersault,They do a back handspring with a twist,straddle pike jump with 0.5 turn in side position,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing 1 turn on one leg, free leg optional below horizontal?",They perform a split leap with their free leg in the air,They do a cartwheel before turning on one leg,johnson (leap forward with leg change and 0.25 turn to side split or straddle pike position),They complete a ballet pirouette with a straight free leg.,c
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing salto sideward tucked, take off from one leg to side stand?",They perform a cartwheel,salto backward stretched-step out (feet land successively),They execute a round-off,They jump into a split.,b
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing split jump?,They perform a cartwheel,They do a back handspring,They execute a round-off,"free aerial walkover forward, landing on one or both feet",d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing free aerial walkover forward, landing on one or both feet?",They spin around in a circle on both feet,"1 turn on one leg, free leg optional below horizontal",They take a running start,They do a handstand.,b
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing round-off?,They perform a cartwheel,They execute a somersault,They transition into a handstand,double salto backward piked,d
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing switch leap to ring position?,round-off,They do a back handspring,They execute a split leap,They transition into a pirouette.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing free aerial walkover forward, landing on one or both feet?",They perform a cartwheel,They execute a back handspring,split jump,They move into a dance routine.,c
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing salto sideward tucked, take off from one leg to side stand?",straddle pike jump with 0.5 turn in side position,They execute a back handspring followed by a front tuck,They transition into a cartwheel finishing in a handstand position,They complete a round-off followed by a double backflip.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing flic-flac with step-out, also with support on one arm?",salto backward stretched-step out (feet land successively),They execute a somersault with a twist,They transition into a cartwheel,They move into a balance pose on one leg.,a
4mzbybgzoJo_E_000366_000469,videos/fg/4mzbybgzoJo_E_000366_000469,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing johnson (leap forward with leg change and 0.25 turn to side split or straddle pike position)?,They perform a jump with a 360-degree twist,They move into a handstand position,They do a cartwheel,"1 turn on one leg, free leg optional below horizontal",d
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What is the video about?,They are performing a floor routine,They are practicing on the uneven bars,Balance Beam,They are doing a vault routine.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,How many actions do the players perform?,They perform 10 actions,They perform 8 actions,They perform 15 actions,12,d
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,How many types of actions do the players perform?,11,There are 8 different actions that players perform,Players perform 10 types of actions,There are 12 actions that players perform.,a
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,How many times do the players perform salto forward piked to cross stand?,They perform salto forward piked to cross stand twice,1,Salto forward piked to cross stand is performed four times by the players,The athletes execute salto forward piked to cross stand five times.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,How many times do the players perform switch leap (leap forward with leg change)?,They perform the switch leap twice,The players do not perform a switch leap at all,1,There is no leap forward with leg change in their routine.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,How many times do the players perform salto backward tucked?,1,They never perform a salto backward tucked,They perform the salto backward tucked three times,The players do not perform any salto backward tucked moves.,a
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"How many times do the players perform 1 turn on one leg, free leg optional below horizontal?",1,"They perform 5 turns on one leg, free leg optional below horizontal","They perform 2 turns on one leg, free leg optional below horizontal","They do not perform any turns on one leg, free leg optional below horizontal.",a
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"Do the players perform wolf hop or jump (hip angle at 45, knees together)?",They are running a marathon,They are practicing yoga,yes,They are participating in a dance competition.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Attribution Understanding,Do the players perform salto backward piked?,no,They are jumping on a trampoline,They are performing a handstand,They are dancing ballet.,a
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"Do the players perform salto backward piked before the wolf hop or jump (hip angle at 45, knees together)?",They perform a somersault first,yes,They execute a cartwheel before the jump,The players start with a forward roll before the wolf hop.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"Do the players perform 1.25 turn on back in kip position, hip-leg angle closed before the salto backward stretched with legs together?",They perform a 1.5 turn on the back in kip position before the salto. , The players execute a double backflip with a half twist before the salto. , The athletes do a full turn on the back with an open hip-leg angle before the salto. ,no,d
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"Do the players perform 1.25 turn on back in kip position, hip-leg angle closed after the switch leap (leap forward with leg change)?",They perform a cartwheel instead of a turn on back,They do a full turn instead of a 1.25 turn,The players keep their hip-leg angle open during the leap,yes,d
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"Do the players perform wolf hop or jump with 0.5 turn after the 1 turn on one leg, free leg optional below horizontal?","They perform a wolf hop or jump with a full turn on one leg, free leg above horizontal",They perform a wolf hop or jump with a 0.5 turn and the free leg at horizontal level,no,"They perform a wolf hop or jump with 1.5 turns on one leg, free leg optional below horizontal.",c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing flic-flac with step-out, also with support on one arm?",They perform a cartwheel with one arm tucked in,"salto sideward tucked, take off from one leg to side stand",They execute a handspring with a 180-degree turn,They jump into a split leap with a full rotation.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing salto backward stretched with legs together?,The players execute a handspring forward with a full twist,"flic-flac with step-out, also with support on one arm",The athletes do a cartwheel with both hands on the ground,The gymnasts complete a front handspring with a one-and-a-half twist.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing salto backward tucked?,They do a cartwheel,They execute a front handspring,switch leap with 0.5 turn,They complete a back handspring.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing split jump?,They perform a cartwheel,They do a front handspring,"wolf hop or jump (hip angle at 45, knees together)",They complete a backflip.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing salto sideward tucked, take off from one leg to side stand?",They perform a cartwheel,switch leap (leap forward with leg change),They do a front handspring,They jump into a split leap.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing free aerial walkover forward, landing on one or both feet?",They perform a handstand before the walkover,"1 turn on one leg, free leg optional below horizontal",They execute a back handspring prior to the walkover,They jump from a trampoline before landing the walkover.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing switch leap (leap forward with leg change)?,They perform a cartwheel to a handstand,salto forward piked to cross stand,They complete a front handspring to a split jump,They do a back tuck to a lunge position.,b
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing switch leap with 0.5 turn?,They perform a cartwheel,They execute a front handspring,salto backward tucked,They complete a round-off.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing salto backward stretched with legs together?,They perform a back handspring,They execute a somersault,switch leap with 0.5 turn,They land into a cartwheel.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing switch leap (leap forward with leg change)?,"salto sideward tucked, take off from one leg to side stand","They execute a back handspring, landing on their hands and feet","They do a front tuck, flipping forward and landing on their feet","They perform a split jump, extending both legs outward in opposite directions.",a
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing salto sideward tucked, take off from one leg to side stand?",They perform a cartwheel with a twist,They perform a back handspring with a full twist,"flic-flac with step-out, also with support on one arm",They transition into a front aerial with a half turn.,c
TBsWos4T4OE_E_001505_001589,videos/fg/TBsWos4T4OE_E_001505_001589,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing wolf hop or jump (hip angle at 45, knees together)?",They perform a cartwheel,They execute a forward roll,They transition into a handstand,split jump,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What is the video about?,They are performing a gymnastics routine,They are practicing ballet,The video shows a yoga class,Floor Exercise,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,How many actions do the players perform?,They perform 8 actions,They perform 12 actions,They perform 5 actions,10,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,How many types of actions do the players perform?,They perform 10 actions,They perform 7 actions,They perform 5 actions,9,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,How many times do the players perform double salto backward tucked with 2 twist?,They perform the double salto backward tucked with 2 twists twice,They don't perform any double salto backward tucked with 2 twists,1,They execute the double salto backward tucked with 2 twists four times.,c
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,How many times do the players perform hop with 1 turn free leg extended above horizontal throughout?,They perform the hop with 1 turn free leg extended above horizontal 2 times,The players do the hop with leg extended 3 times,There are 4 instances of the players performing the hop with leg extended,1,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,How many times do the players perform salto backward stretched with 2.5 twist?,They perform the salto backward stretched with 2.5 twist twice,They never perform the salto backward stretched with 2.5 twist,The players perform the salto backward stretched with 2.5 twist three times,1,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,Do the players perform hop with 1 turn free leg extended above horizontal throughout?,"No, the players perform hops with both legs together","No, the players perform the hop with 1 turn and free leg below horizontal",yes,"No, the players perform the hop without any turns and free leg extended straight out.",c
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,Do the players perform salto backward stretched with 2.5 twist before the aerial cartwheel?,They perform a double backflip instead,They do a front handspring beforehand,They only do a single twist in their salto,yes,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,Do the players perform cat leap (knees above horizontal alternately) before the aerial cartwheel?,They perform a handstand before the aerial cartwheel,They do a roundoff before the aerial cartwheel,They execute a back handspring before the aerial cartwheel,no,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,Do the players perform cat leap (knees above horizontal alternately) after the double salto backward stretched with 2 twist?,They perform a cartwheel immediately after the double salto,yes,They transition into a handstand after the double salto,They immediately prepare for a forward somersault after the double salto.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,Do the players perform side split jump landing in front lying support after the double salto backward tucked with 2 twist?,They land in a standing position,no,They execute a round-off before the landing,They finish with a step-out landing.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing switch leap with 1 turn?,They start the routine with a cartwheel,hop with 1 turn free leg extended above horizontal throughout,They do a pirouette on one foot,They perform a back handspring before the leap.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,"What do the players perform before performing 1 turn on one leg, free leg optional below horizontal?",double salto backward tucked with 2 twist,They execute a cartwheel with one hand,They complete a roundoff with a back handspring,They do a handstand into a forward roll.,a
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing salto backward stretched with 2.5 twist?,They perform a salto backward stretched with a full twist,salto backward stretched with 1.5 twist,They execute a double backflip,They complete a forward somersault with a twist.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing hop with 1 turn free leg extended above horizontal throughout?,They perform a back handspring,They execute a roundoff,They do a front handspring,aerial cartwheel,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing aerial cartwheel?,They perform a handstand,"1 turn on one leg, free leg optional below horizontal",They execute a front flip,They jump off a trampoline,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform before performing split leap with 1.5 turn or more?,They execute a back handspring with a full twist,They complete a front handspring with a half twist,They perform a round-off with a double twist,double salto backward tucked with 1 twist,d
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing double salto backward tucked with 2 twist?,"1 turn on one leg, free leg optional below horizontal",They land in a split position,They do a cartwheel,They transition into a handstand,a
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing split leap with 1.5 turn or more?,They perform a cartwheel with a twist,They execute a front handspring with a twist,salto backward stretched with 1.5 twist,They go into a pirouette with a leg extension.,c
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,"What do the players perform after performing 1 turn on one leg, free leg optional below horizontal?",They perform a back handspring,aerial cartwheel,They transition into a split leap,They move into a handstand.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing double salto backward stretched with 2 twist?,They perform a single salto backward tucked,They do a triple salto backward stretched with 3 twists,double salto backward tucked with 2 twist,They follow with a double salto forward stretched with 1 twist.,c
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing double salto backward tucked with 1 twist?,They perform a cartwheel,split leap with 1.5 turn or more,They execute a balance beam routine,They perform a triple jump.,b
R9XUGR-VlTg_E_008869_008972,videos/fg/R9XUGR-VlTg_E_008869_008972,Sports & Arts,Gymnastic,Explanation,What do the players perform after performing hop with 1 turn free leg extended above horizontal throughout?,They complete a split leap with no turn,They land in a balance hold with the free leg extended,switch leap with 1 turn,They execute a jump with a half-turn and the free leg remaining below horizontal.,c
DHrSlt_A2LA,https://www.youtube.com/shorts/DHrSlt_A2LA,Business,Stock Chart,Domain Expertise,What does the blue and red lines in the video represents?,The average price in the last 20 and 50 days.,The current price and the future price,The current price and the past price,The past price and the future price,a
DHrSlt_A2LA,https://www.youtube.com/shorts/DHrSlt_A2LA,Business,Stock Chart,Counterfactual Thinking,What does it tell us if the price is below the blue and red lines?,The price is going in the downwards direction.,The price is going in the upwards direction.,The lines are about to cross each other.,The price is stable.,a
RQyrSVe8Zpo,https://www.youtube.com/watch?v=RQyrSVe8Zpo,Business,finance,Explanation,What was the primary reason the speaker became liquid in the hobby?,To invest more in the stock market,To take advantage of buying opportunities in the market,To pay off personal debts,To travel the world,b
RQyrSVe8Zpo,https://www.youtube.com/watch?v=RQyrSVe8Zpo,Business,finance,Counterfactual Thinking,"If the speaker had not observed the market trends, what might they have missed?",The chance to diversify their investment portfolio,The opportunity to buy at lower prices,The opportunity to sell their assets at a higher price,The experience of market stability,b
RQyrSVe8Zpo,https://www.youtube.com/watch?v=RQyrSVe8Zpo,Business,finance,Future Prediction,"What is likely to be the speaker's next step based on the ""acquisition phase"" that they mentioned?",They will continue to sell off their assets,They will start buying assets proactively,They will take a break from the market,They will liquidate further and wait for lower prices,b
VKb6GbxLnic,https://www.youtube.com/watch?v=VKb6GbxLnic,Business,Commercial Promotion,Explanation,What is the primary goal of the man showing the two coins with both sides?,To ask people to purchase the coins.,To weigh the coins.,To show the coins can be sued to play a game.,To show the coins can be used as a keychain.,a
v=aIUuvw4OMXM,https://www.youtube.com/watch?v=aIUuvw4OMXM,Business,Commercial Promotion,Explanation,What is the primary goal of the woman demonstrating the process?,To teach people how to make money roses.,To show people how to make money.,To show people how to invest in roses.,To show people how to become rich.,a
k1cE1iWaxSE,https://www.youtube.com/watch?v=k1cE1iWaxSE,Business,Economics,Explanation,What process is shown in the video?,The process to make coins.,The process to make paper.,The process to sell coins.,The process to make roses.,a
HE9JioDuXkQ,https://www.youtube.com/watch?v=HE9JioDuXkQ,Business,management,Explanation,What is the primary goal of this business management course?,To learn about the history of business,To teach financial and management strategies,To prepare for a career in information technology,To focus exclusively on business branding,b
HE9JioDuXkQ,https://www.youtube.com/watch?v=HE9JioDuXkQ,Business,management,Counterfactual Thinking,"If the course did not include business branding, what might be a consequence for the students?",They would be better prepared for financial management,They would have a comprehensive understanding of business economics,They might lack knowledge on an important factor for growing a business effectively,Their ability to manage human resources would be unaffected,c
HE9JioDuXkQ,https://www.youtube.com/watch?v=HE9JioDuXkQ,Business,management,Future Prediction,"Based on the course outline, which area could students potentially add to their skill set by watching this course?",Classical literature analysis,Advanced algebraic computation,Practical aspects of business management,Architectural design and planning,c
HE9JioDuXkQ,https://www.youtube.com/watch?v=HE9JioDuXkQ,Business,management,Domain Expertise,Which topic is not explicitly listed as part of the business management course?,Marketing methods,Supply and demand,Quality management,Cybersecurity,d
wvlSQ339BbA,https://www.youtube.com/watch?v=wvlSQ339BbA,Business,marketing,Explanation,Which marketing strategy is explicitly mentioned in the video as a method to attract customers on a specific occasion?,Perform viral stunts in the restaurant,Arrange food competitions,Give special offers on special days,Custom mascot costume,c
wvlSQ339BbA,https://www.youtube.com/watch?v=wvlSQ339BbA,Business,marketing,Counterfactual Thinking,"If the restaurant did not use automated digital food ordering systems, what would be an alternative method to streamline the ordering process mentioned in the video?",Arranging food competitions,Celebrity endorsements,Using QR code stickers,Flyers distribution,c
wvlSQ339BbA,https://www.youtube.com/watch?v=wvlSQ339BbA,Business,marketing,Future Prediction,"Considering the marketing strategies mentioned in the video, which approach may potentially benefit from the use of virtual reality technology in the future?",Graffiti artworks on popular places,Custom mascot costume,Food blogger influencers,Arranging local events,d
wvlSQ339BbA,https://www.youtube.com/watch?v=wvlSQ339BbA,Business,marketing,Domain Expertise,"In terms of branding, what is a common element seen across the delivery bags, vehicles, and in-person events suggested in the video?",Use of a QR code,Consistent mascot usage,Distribution of flyers,A coherent visual identity,d
YzvTfpTdgAI,https://www.youtube.com/watch?v=YzvTfpTdgAI,Business,marketing,Explanation,What is the main purpose of offering special hampers during the festive season according to the video?,To clear out old inventory,To incentivize customers to purchase during specific dates,To promote new products,To reward long-term customers,b
